lineage,CRYAA,CRYAB,DNAJA1,DNAJA2,DNAJA3,DNAJA4,DNAJB1,DNAJB11,DNAJB12,DNAJB13,DNAJB14,DNAJB2,DNAJB4,DNAJB5,DNAJB6,DNAJB7,DNAJB8,DNAJB9,DNAJC1,DNAJC10,DNAJC11,DNAJC12,DNAJC13,DNAJC14,DNAJC15,DNAJC16,DNAJC17,DNAJC18,DNAJC19,DNAJC2,DNAJC21,DNAJC22,DNAJC24,DNAJC25,DNAJC27,DNAJC28,DNAJC3,DNAJC30,DNAJC4,DNAJC5,DNAJC5B,DNAJC6,DNAJC7,DNAJC8,DNAJC9,GAK,HSCB,HSP90AA1,HSP90AB1,HSP90B1,HSPA12A,HSPA12B,HSPA13,HSPA14,HSPA1A,HSPA1B,HSPA1L,HSPA2,HSPA4,HSPA4L,HSPA5,HSPA6,HSPA8,HSPA9,HSPB1,HSPB11,HSPB2,HSPB3,HSPB6,HSPB7,HSPB8,HSPB9,HSPD1,HSPE1,HSPH1,HYOU1,ODF1,SACS,SEC63,TRAP1
Lymphoma,0.166035198,0.042699198,-0.378684082,-0.244017025,-0.650573472,0.18013746,-0.311054797,-0.511356293,-0.367888274,-0.217593421,0.114413449,0.208838046,0.053858043,0.154340148,-0.53662688,-0.20117425,-0.040692831,-0.203380311,-0.113447855,-0.094457329,-1.014297246,-0.280360609,-0.509327302,-0.171376635,0.121267551,-0.3062866,-1.527453256,-0.081857364,-0.341578951,-0.305544713,0.207736546,-0.07778271,-0.022000987,0.064018084,0.180121766,-0.105906753,-0.082048072,-0.438244634,0.209820137,-0.566944578,-0.381801031,-0.077710293,0.281592218,-0.554000773,-1.433636934,-0.47976934,-0.325416472,-0.100220116,-0.015405115,-0.441990687,0.03364575,0.226963066,-0.39911697,-0.668914119,-0.563783462,-0.124002142,-0.001220722,0.263202441,-0.416681449,-0.001297626,-0.819753413,-0.335473389,-0.525165905,-1.018482184,0.228502903,-0.210083259,-0.127338515,0.136266045,-0.239036916,-0.009564433,0.098076045,0.01209717,-0.686854316,-1.609397847,-0.056196793,-0.893443997,-0.341550767,-0.345188276,-0.897345154,0.054637794
Lymphoma,-0.00687587,0.137200757,-0.244694874,-0.130733192,-0.592603707,0.313814859,-0.214027897,-0.250424159,0.009020938,-0.160324504,0.289068429,0.15312342,0.122260769,0.25558372,-0.368403085,-0.138463213,-0.151112537,0.134406711,0.198766037,-0.042294686,-0.61263175,0.017542543,-0.362260731,-0.228590672,-0.053503329,-0.282948544,-1.397398298,0.111464453,-0.053926467,-0.055613576,-0.094954555,-0.04683209,-0.058415185,-0.026891388,0.362284035,0.036463658,0.116497603,-0.146043615,0.27628113,-0.047567884,-0.091113054,0.022467544,-0.065572271,-0.722445541,-1.347243204,-0.362449202,-0.491742016,0.126112701,-0.11457981,-0.257568929,0.078299027,0.246740565,-0.082551827,-0.534522466,-0.162330453,-0.097583594,-0.053141745,0.069501369,0.091392441,-0.028030288,-0.386810797,-0.304711651,-0.210670474,-1.545387663,-0.059349895,0.064373536,-0.141233472,0.048959064,-0.1503994,-0.150586315,0.147597325,0.018557855,-1.108532103,-1.352854307,0.10414934,-0.881617036,-0.250773588,0.00361451,-0.517201132,-0.122000884
Rhabdoid,0.197181502,-0.032901303,-0.25137845,-0.453666612,-0.761497451,0.297223569,-0.465005699,-0.377059553,-0.381727381,-0.276486265,0.179422251,-0.030637997,0.515913314,0.175363567,-0.613561976,-0.336923116,-0.193855863,-0.184902425,0.897488706,-0.353287833,-0.962697637,0.07277496,-0.535380335,-0.111766284,0.025156881,-0.284204903,-1.580307841,0.124086642,-0.233223332,0.649298971,-0.437470927,0.045519239,0.255987419,0.066128845,0.174388442,-0.002116733,-0.066651102,-0.216836062,0.232273501,-0.08820687,0.101185789,0.116407268,0.09744572,-1.022886352,-1.494185948,-0.423291876,-0.733567024,-0.470438467,-0.619683184,-0.415819195,0.115051512,-0.062059503,-0.208483902,-0.718524143,-0.208356919,-0.339122647,-0.240731571,0.488472945,-0.419670954,-0.110689405,-0.861566798,-0.113522656,-0.359485929,-1.184198031,0.305019993,-0.073870456,-0.321053328,0.429057014,0.224608566,-0.139151587,0.079913731,-0.635694217,-0.82991679,-1.745039958,-0.337214931,-0.916005118,-0.180293071,-0.171202765,-0.864880726,-0.28220452
Lymphoma,-0.029786929,0.008711081,-0.417325895,-0.191041595,-0.776835678,0.203649673,-0.40021015,-0.112883036,-0.198599655,-0.338456539,0.10940688,0.072175395,0.078440136,0.148767531,-0.473960568,-0.107898749,-0.140091501,-0.150856191,0.044948913,0.071289529,-0.484281487,0.062726739,-0.12194671,0.0084493,0.064511054,-0.129347969,-1.058051436,0.164670275,-0.16672297,-0.083540397,0.111812538,-0.186486466,-0.209309346,0.020922583,0.282000472,0.074315907,-0.082038178,-0.167688317,0.113910485,0.17879741,-0.038895025,-0.130362962,-0.265592961,-0.533278633,-0.811861788,-0.710393648,-0.67179077,0.083356596,-0.11997008,-0.290858392,0.033996683,-0.009623573,-0.084145299,-0.593102707,-0.175508044,-0.161078596,-0.187573453,0.062282012,0.082034856,0.124970072,-0.967531097,-0.041680689,-0.253082742,-1.270443796,0.162776537,0.105126187,-0.20348041,0.018024364,0.162182363,-0.274426479,-0.057649634,-0.284852406,-0.903171772,-1.343346582,-0.125547074,-0.834011753,-0.05896022,-0.122484392,-0.591495177,-0.290478394
Ovarian Cancer,0.072918748,0.04281875,-0.16656901,-0.097478852,-0.516275487,0.053131835,-0.108538635,0.044925542,-0.257777868,-0.038699242,0.08982874,0.013891928,0.037041258,0.008339937,-0.138552503,0.117996679,0.038919655,-0.014013015,0.012798518,-0.076197752,-0.399017224,0.044397555,0.053654067,-0.116560222,0.048653741,-0.06760436,-1.091963285,0.060236313,-0.039436349,-0.277680516,-0.180160199,-0.069372869,-0.093543365,0.029372339,0.049755759,0.013141119,-0.041558987,-0.104064266,0.022808876,-0.031873281,-0.155515709,0.002065802,-0.00930621,-0.521471704,-0.71007534,-0.379351879,-0.436064036,-0.065865609,-0.21278466,-0.802452614,0.120068668,-0.0047283,-0.509217143,-0.367106532,-0.324085433,-0.129623757,-0.166748748,0.069834809,-0.03887097,-0.031821407,-1.171776972,-0.049944615,0.007348848,-1.022152171,0.043027189,0.018610821,-0.040727071,0.08184558,-0.084788496,-0.067104085,0.021006069,-0.048109846,-0.934443457,-1.672840618,0.06949927,-0.971049537,-0.190710704,-0.066946754,-0.603635463,0.012077093
Kidney Cancer,0.063347139,0.070978736,-0.149479241,-0.094613289,-0.707159402,-0.06439742,-0.08027027,-0.022378101,-0.251688902,0.018095559,0.076336293,0.125348664,0.078983594,0.117760495,-0.391164445,-0.010995456,-0.008608811,-0.026105643,0.044461297,0.031952704,-0.862292731,0.035777915,-0.278066901,-0.273650101,0.091667406,-0.056877046,-1.20203465,0.050096174,-0.06018563,-0.161188218,-0.116342086,-0.16392574,-0.170598919,-0.048391991,0.292112088,0.112561122,0.157384448,-0.136961419,0.004700399,0.010544923,-0.056738234,0.039722547,-0.244241899,-0.60085318,-0.443099478,-0.628501285,-0.641084903,-0.016455581,-0.122705794,-0.489592928,0.078060524,-0.007842948,-0.110190188,-0.231954011,-0.289331755,-0.09345046,-0.173401523,0.062525363,0.158966498,0.108327343,-0.97138685,-0.05949543,-0.111554098,-1.261481167,0.018524557,-0.058738604,-0.046915515,0.125064408,0.051181354,-0.260775328,-0.056298847,-0.320964178,-1.042529967,-1.565665784,0.108441345,-1.043351037,-0.218487634,0.022764011,-0.371030993,0.079804905
Sarcoma,-0.011564102,0.060638396,-0.564195815,0.031276347,-0.430344191,-0.056218087,-0.179192901,-0.670991866,-0.452386387,-0.417046893,0.09090664,0.273000203,0.251928389,0.188686191,-0.241352121,-0.009268936,-0.028487039,-0.115493076,0.032261087,-0.148283023,-0.855229319,0.0893617,-0.207833241,0.086948069,-0.036702925,-0.24068081,-1.223484449,0.285811979,-0.383129381,-0.353325125,-0.228299483,-0.220962825,-0.048675341,0.239351441,0.182326177,0.073571683,-0.052532461,0.119017243,0.090452726,-0.13111161,-0.017979262,0.054977006,-0.134495027,-0.878232624,-1.426374364,-0.451014494,-0.762015037,-0.070005106,-0.17672965,-0.339800976,0.099976145,0.058527762,0.112379702,-1.003927487,-0.279752596,-0.241200971,0.014617012,-0.019767431,0.053891865,0.107901971,-0.938115983,-0.369655908,-0.58463957,-1.093789672,0.097829634,0.058063932,-0.128104629,0.075611516,0.160515202,-0.033795406,-0.076303035,-0.047883819,-0.838200979,-1.846871542,0.024880504,-1.20000709,-0.356439209,-0.218120521,-0.568522333,-0.235176746
Bladder Cancer,-0.026497806,0.063199975,-0.629661852,0.038456688,-0.687131293,0.109832221,-0.214519212,-0.257966678,-0.358659139,-0.174673084,0.227754479,-0.064049728,0.179637329,0.007309365,-0.281459587,0.016505015,-0.238879553,0.050810895,-0.030639792,-0.103539848,-0.907055618,0.065737501,-0.179172052,-0.149223853,0.154742271,-0.111421847,-1.297005206,0.155776227,-0.097756026,-0.231269299,-0.140010965,-0.001606072,-0.171356386,-0.084216058,0.279456713,-0.050171965,0.165883551,-0.399377352,0.000565704,-0.153490089,-0.140162623,0.0918517,-0.018705298,-0.69868258,-0.785652732,-0.443695223,-0.75753201,-0.131637578,-0.212133445,-0.506887735,0.06109798,0.04472558,-0.374948491,-0.195665681,-0.15211627,-0.328218955,-0.236903268,0.187009007,0.053001804,-0.023396724,-1.092446666,-0.024718752,-0.538966073,-1.0913398,0.23115367,0.135092433,-0.168464986,-0.058488307,-0.002534742,-0.067615913,0.199885093,-0.344819378,-1.032985916,-1.687593562,-0.122702569,-1.105220294,-0.172535802,-0.063480261,-0.540982854,0.015454615
Bone Cancer,-0.235532409,0.149233492,-0.603344562,-0.22045941,-0.835393489,0.220038323,-0.118498069,-0.437638852,-0.282657949,-0.321251717,0.163650407,0.009736111,-0.012322899,0.084664735,-0.242439152,0.115282384,-0.198188644,-0.300159481,-0.0921307,-0.282544256,-0.846127907,-0.070516161,-0.154614238,-0.068580067,0.285757221,-0.265344367,-1.131312909,0.096760042,-0.25525459,-0.018380727,-0.02264002,-0.042220823,-0.122190179,-0.110600391,0.086856546,0.297927679,-0.046144336,-0.531414236,-0.169405317,-0.040615901,-0.31632639,-0.486441534,-0.076263735,-0.826927825,-0.879331571,-0.20573952,-0.553427912,-0.216048792,-0.112986658,-0.201632412,-0.002567413,0.139247199,-0.136633015,-0.297866255,-0.289017853,-0.319636024,-0.168471942,0.279485346,-0.105602343,-0.015815086,-1.172560537,-0.2031545,-0.277649076,-1.056407305,0.286911074,-0.070919886,-0.225216931,0.006893314,0.105059101,-0.136303596,-0.115256663,0.016776532,-0.871323608,-1.779925179,-0.322332355,-1.529179607,-0.338227705,-0.038512733,-0.559539022,-0.118461941
Sarcoma,0.092756131,0.037190241,-0.642504157,0.016989348,-0.573284574,0.135878577,-0.317265118,-0.307920899,-0.210255768,-0.241127268,-0.021716642,0.030164805,-0.01665579,0.048297629,-0.636580962,0.07756718,-0.257712038,-0.091442675,-0.048876946,0.006222715,-0.746468109,-0.216952995,-0.309651481,-0.09893676,-0.000308993,-0.098824986,-1.279343297,0.147130964,-0.384364249,-0.033451573,0.07224408,-0.131114856,-0.12062975,0.086758222,0.153932217,0.070994971,0.019698398,-0.176953963,0.035199075,0.016483437,-0.108931786,0.009195564,-0.079839893,-0.869288382,-1.333539797,-0.259996182,-0.657665667,-0.040922412,-0.686517707,-0.657797232,0.11431441,-0.07913147,-0.107050162,-0.296792616,-0.245461381,-0.164003361,-0.066567714,0.00511704,-0.023364784,0.096357609,-0.971878856,-0.094574051,-0.646651521,-1.386959306,0.12201716,-0.096190787,-0.104874759,0.036322088,-0.031447867,-0.051007025,0.093059887,-0.366445562,-0.888536094,-2.083501086,-0.181472767,-1.239114494,-0.310362553,-0.47115704,-0.47796876,-0.168925237
Lymphoma,-0.119166451,0.044453151,-0.036144401,0.149565659,-0.91125562,0.085045096,-0.187011293,-0.188467532,-0.285070351,-0.267951452,-0.015278461,0.230395064,0.047975386,0.044770985,-0.51915275,0.056995422,-0.095585165,0.082869604,0.051970022,0.002837766,-0.878479459,0.147207162,-0.014160996,-0.021341214,0.210827317,-0.378496249,-1.356313278,0.03226426,-0.438664986,-0.642468406,-0.039667918,-0.12169175,-0.337592975,-0.05576903,0.199049253,-0.010512464,0.131782007,-0.160740476,-0.125678592,-0.24492881,-0.227650612,0.106124629,-0.252778149,-0.827885593,-1.366830462,-0.638120518,-0.696289929,-0.163155107,0.069840483,-0.113195844,0.088770432,0.034137302,0.065691798,-0.761419749,-0.276800447,-0.128456533,-0.235465281,0.074018388,0.077333989,-0.000549362,-0.858354122,-0.104999694,-0.370858356,-1.236846294,0.030063399,0.109339717,-0.021469735,0.008750005,-0.110132415,-0.046025226,0.092309368,-0.229601612,-0.898000357,-1.528409578,-0.106025455,-0.841679475,-0.190878035,0.088191075,-0.634382182,-0.116302585
Bone Cancer,-0.08018979,0.07140273,-0.667240172,-0.119802539,-1.075020558,0.131984444,-0.360026478,-0.349241099,-0.49533833,-0.17415839,0.193879113,0.279956717,-0.047219853,-0.017911957,-0.456619948,-0.000542418,-0.112535597,0.03739051,0.014097651,-0.202556517,-0.687249794,-0.02491544,-0.418884413,-0.23752414,-0.00337733,-0.272324474,-1.150068814,0.392302269,-0.288950469,-0.327384697,-0.09333981,-0.077285899,0.035607972,0.037519386,0.429443923,0.142350262,0.034662288,-0.604173285,0.078241244,0.021097142,-0.333639072,-0.065333654,-0.089018974,-0.54560784,-1.281742388,-0.236138764,-0.619494236,-0.239283053,-0.339373547,-0.411722986,-0.025817219,0.20274066,0.05601876,-0.772560358,-0.632234787,-0.361005804,0.009765238,0.63794769,0.083908705,0.007156184,-0.833721676,-0.466559393,-0.279912255,-1.030279488,0.394636332,0.091590833,0.028878121,0.197413095,-0.019708161,-0.325161428,0.051808433,-0.31457263,-1.020057551,-1.630227904,-0.198441938,-1.294756534,-0.364944253,-0.150683211,-0.745885683,-0.008655177
Rhabdoid,0.03190551,0.026874225,-0.402064129,-0.099948563,-0.870436039,0.062903097,-0.503506386,-0.163515493,-0.256995941,-0.147134083,0.360624938,-0.008470352,0.114434112,0.108087218,-0.442992711,0.072120005,-0.12872549,-0.042236341,0.271804743,-0.066460968,-0.802127873,-0.229149902,-0.505589852,0.071169221,-0.049327452,-0.330658108,-1.402582105,0.080888248,-0.182213368,-0.062569989,-0.110327974,-0.146970257,0.044158697,0.087741691,0.152316988,0.176819337,0.161071882,-0.387814951,0.071080885,0.124809738,-0.159652377,0.037643282,-0.037103358,-0.765501848,-1.146795903,-0.183066328,-0.786481614,-0.055434692,-0.27135612,-0.655615096,0.197441363,0.140395795,-0.451329085,-0.656061657,-0.210338674,-0.233408598,-0.398538257,0.230687402,0.064412364,-0.213949938,-0.672522356,-0.202204534,-0.30798488,-1.123038751,0.277021972,-0.076919327,-0.204611678,0.065059544,-0.260592461,-0.28315625,0.160200606,-0.405795571,-0.753916476,-1.697800904,-0.239082475,-0.868445026,-0.134646125,-0.1561969,-0.951351686,-0.086961394
Head and Neck Cancer,-0.051792583,0.098586742,-0.31206173,-0.056486713,-0.642163918,0.022268775,-0.247150819,-0.19574074,-0.206631977,-0.142080293,0.077541098,0.166593669,0.045003092,0.016857755,-0.284391704,0.124252827,-0.00885037,0.068838867,-0.09648157,-0.27794098,-0.599605098,-0.127229386,-0.145404481,-0.037206391,0.094079332,-0.220856224,-1.194039539,0.560433472,-0.292971811,-0.019648746,0.151547166,-0.001335565,0.215904206,0.059281872,0.151964808,0.026687104,-0.075456058,-0.232873031,0.107532242,-0.05470649,-0.112945425,-0.064225361,0.005698901,-0.527086504,-0.533632101,-0.421455665,-0.317300419,-0.148456203,-0.22195466,-0.144553579,0.151181781,-0.04626052,0.014282233,-0.034156447,-0.416895521,-0.107091644,-0.095396263,0.11849988,0.014796774,0.04840071,-0.843951203,-0.088992538,-0.261660924,-1.29988881,0.129123169,-0.087090073,-0.150979601,0.064719891,-0.178913927,-0.149551574,0.148353499,-0.258388429,-0.900149418,-1.762244456,-0.085254501,-1.208929801,-0.425865455,0.013875567,-0.310003015,-0.00729864
Brain Cancer,0.058224796,0.077152966,-0.286429474,-0.064665968,-0.618148943,-0.116755187,-0.155755191,-0.186440512,-0.164075539,-0.060343625,-0.050668933,0.035632351,-0.009085726,0.139427365,-0.223086707,0.115608248,-0.055521811,0.008027987,0.041967615,-0.052894968,-0.334165449,-0.085565646,-0.176003343,-0.076055593,0.146327904,-0.396489105,-1.270023426,0.039729235,-0.132217001,-0.130740571,0.016744101,0.070087704,-0.053449084,0.053717636,0.231055386,0.163570379,-0.193263567,-0.125297981,0.073384624,0.038472091,-0.023649625,-0.110013742,-0.082416625,-0.694532094,-0.460427284,-0.088301708,-0.836747503,-0.077013234,-0.15253996,-0.123200067,0.060311717,0.042346677,-0.15259811,-0.645085518,-0.234739417,-0.257412634,-0.060311413,-0.038222594,0.11614817,0.089189683,-0.7733474,0.087485041,-0.326744342,-1.432067645,0.028076562,-0.21850724,-0.014298129,0.180597093,-0.052002998,-0.251026203,-0.142607886,-0.008345083,-1.169757937,-1.470394666,0.017388273,-1.118237237,-0.071022472,-0.025538821,-0.608695982,0.005609445
Skin Cancer,0.117490577,0.064782761,-0.575373118,-0.250142739,-0.810244768,0.021766842,-0.168746803,-0.162741659,-0.22848185,0.024077897,0.073331104,-0.070068304,0.076388376,-0.215953116,-0.453131613,0.004180609,-0.135772562,-0.060740214,0.045574336,-0.108433487,-0.517748972,0.006075722,-0.309095095,-0.060361487,-0.067120256,-0.165167482,-1.161335082,0.041283858,-0.198758334,-0.199422984,-0.007447234,-0.130957316,-0.067786712,0.068032429,0.060147056,0.139872252,-0.17713997,-0.270654112,0.096633827,-0.225822197,-0.005306426,-0.04062431,-0.215116644,-0.546601903,-1.201046496,-0.418312067,-0.676267307,-0.157684767,-0.288751983,-0.218887384,0.060814482,0.114867022,-0.032433814,-0.629806206,-0.234754405,-0.166440002,-0.079603359,0.119523792,-0.128097437,0.047571696,-1.064187884,-0.016825746,-0.314470387,-1.180206395,0.038386005,-0.038557553,-0.002257102,0.100340647,0.024130833,-0.185062922,0.065351124,-0.270326857,-0.851115032,-1.667378764,-0.05234797,-1.116907255,-0.132679318,-0.228818784,-0.639943219,-0.045560228
Sarcoma,0.144274666,0.156077914,-0.807496322,-0.084689562,-1.001127401,0.384724319,-0.240519794,-0.345396916,-0.49516626,-0.166827968,0.067069134,0.303781611,0.287479753,0.031079868,-0.493263794,-0.045340162,-0.14447588,0.157206959,0.10696974,-0.247596396,-0.792894029,-0.258063933,-0.229248716,-0.110351811,0.023329927,-0.50942172,-1.150505675,-0.037982153,-0.245723137,-0.629543509,0.393590665,-0.040393977,0.110222298,-0.022382026,0.278994118,0.226996612,-0.291524899,-0.747336323,0.172322313,0.05854451,-0.39814896,0.169112498,0.421405191,-0.923565758,-1.168950178,-0.33773957,-0.556416705,-0.385404594,-0.2252469,-0.457711376,0.286831834,0.163923912,0.018865902,-0.689177652,-0.138346594,-0.051298953,0.000943979,0.551816164,-0.323794414,-0.061008492,-0.754284383,-0.369053177,-0.718014125,-1.211869371,0.222942529,0.022049531,0.23087714,0.149999604,-0.208791842,0.000641601,0.190865404,-0.402248343,-1.104188158,-1.61564398,0.018437637,-0.972930864,-0.729728954,-0.120472526,-0.557155633,-0.30298747
Sarcoma,0.046182627,-0.020278818,-0.757870713,-0.082410459,-0.561866385,0.20765879,-0.466175446,-0.16510495,-0.174118668,0.006155492,0.220923235,-0.080012194,0.062491199,-0.096554088,-0.173330969,-0.151219444,-0.045187191,-0.148738634,-0.096104369,-0.148182761,-0.547092938,-0.053824466,-0.102331248,-0.177723533,0.18280767,-0.146077373,-1.036722729,0.056143655,-0.335580966,-0.243401229,-0.174296228,-0.217791846,-0.065633818,0.229841433,0.134720601,0.066551429,0.053493477,-0.203171923,-0.080537269,0.091473167,0.039579498,-0.057014717,-0.053189504,-0.720243625,-1.527080835,-0.145589108,-0.557844172,-0.275755912,-0.45741831,-0.263755695,0.129698954,0.001014632,-0.195661637,-0.689621009,-0.262515231,-0.445392553,0.002893347,0.255150398,-0.277672269,0.046337868,-1.016747437,-0.214013435,-0.188859451,-1.065654678,0.220908327,0.211425776,-0.196708004,0.03309284,-0.085107724,-0.184444144,0.064308926,-0.3255155,-1.057394349,-1.809948657,-0.304700063,-0.927457216,-0.267644047,-0.342539879,-0.486134591,-0.02163059
Sarcoma,-0.131852965,0.097976305,-0.242707901,-0.031297553,-0.751533994,0.29340873,-0.26076056,-0.207765484,-0.397156854,-0.157920826,0.307040065,-0.010507015,0.022144246,-0.030743844,-0.526047529,-0.232012286,0.000712733,-0.036607508,-0.052072553,-0.067758669,-0.787351654,0.025959938,-0.390215569,-0.092439773,-0.032909651,-0.32933596,-1.462388949,0.043769084,-0.25815497,-0.258110699,0.02359924,0.008702572,0.15352467,0.031812679,0.284336391,0.167606466,0.104874542,-0.159221202,0.183058217,-0.122734112,-0.14269029,0.0289302,0.019715209,-0.633534004,-1.625880603,-0.276436679,-0.741929807,-0.110794554,0.078576141,-0.206755925,0.177605022,0.03306171,-0.184668196,-1.078190165,-0.439365174,-0.240408095,-0.232661339,-0.067706629,-0.112230755,0.250545247,-0.819042983,-0.270976878,-0.363381821,-1.009310607,0.073544851,0.116424092,-0.010262577,0.104781731,-0.03504597,-0.187701128,0.053052622,-0.201190889,-1.123024831,-1.561712498,-0.114011555,-1.270703828,-0.147605357,-0.352761113,-0.910103923,0.12956024
Sarcoma,0.091041792,0.171299463,-0.467021679,-0.05065537,-0.440235287,-0.049069558,-0.250741406,-0.248935419,-0.126308759,0.046970744,0.157424498,-0.136731599,0.208030217,0.056648403,-0.391081477,0.15648033,-0.066747479,-0.372306113,-0.112306135,-0.216114066,-0.937225579,-0.102504696,-0.276094851,-0.166393762,0.04686101,-0.315419466,-1.332361882,0.187050367,-0.352422745,-0.047454428,0.175130319,0.01204115,0.047916258,0.15492906,0.242628964,0.234910604,0.04821932,0.013236373,0.013494858,-0.140563783,-0.091642853,-0.074877346,0.157133276,-0.659947067,-1.037602162,-0.284239742,-0.739031611,-0.050573891,-0.311125527,-0.48547782,0.104949951,-0.029511976,-0.642176387,-0.169422274,-0.204687707,-0.213039479,-0.094069824,0.248582391,-0.011476606,0.145720759,-0.792039041,-0.513326169,-0.325469467,-1.237823616,-0.11554587,0.009383816,-0.131132608,0.041959782,-0.115692444,-0.0030291,-0.036109577,-0.028172212,-0.919523724,-1.939386073,-0.029173344,-1.103403682,-0.436075834,-0.335425036,-0.486550647,-0.077976367
Ovarian Cancer,-0.011769328,0.098585361,-0.545431239,0.068823683,-0.917606292,-0.012197478,-0.224451382,-0.096129739,-0.201680463,-0.108716444,0.259598217,0.025553603,0.152062718,0.124573796,-0.538357884,-0.071292552,0.076229524,0.054617062,-0.028550254,-0.275361172,-0.785758039,0.069933183,-0.431875415,-0.019826661,0.186695076,-0.045000545,-1.167932082,0.223844118,-0.544831141,-0.327703305,-0.186711922,0.000234747,-0.07996674,-0.054901307,0.144680409,0.120890298,-0.139431238,-0.371459391,0.063308759,-0.134136109,-0.007390309,-0.154208999,-0.000763822,-0.594903515,-1.139744389,-0.438430678,-0.637830447,0.027669817,-0.425594864,-0.466913342,0.147386544,-0.07449941,-0.056187935,-0.795975241,-0.327117705,-0.183701197,-0.039406294,0.219183792,-0.125549454,0.213634504,-0.901547623,-0.068250481,-0.305182669,-1.189996645,0.13820759,-0.106653623,-0.189541651,0.083578919,-0.233746859,-0.116853064,0.162085468,-0.409821779,-0.918695327,-1.780726689,0.060985609,-1.190595783,-0.24193386,-0.066239887,-0.554674889,-0.165171667
Sarcoma,0.045826418,-0.157964382,-0.57397734,-0.059837023,-0.541526573,0.022283676,-0.447840903,-0.387324959,-0.135229659,-0.29958809,0.210684559,0.087113624,0.150495402,-0.098613812,-0.652775593,-0.008679912,-0.083408918,-0.03303557,-0.041982885,-0.102009423,-0.183352445,-0.132786902,-0.14864727,-0.076853808,0.006658892,-0.222275006,-1.216906243,0.003579196,-0.109754387,0.090914531,-0.01832465,-0.149147154,-0.025933719,0.012427566,0.021832444,-0.102360074,-0.039585041,-0.301950535,-0.129114552,-0.03712202,-0.199585528,0.060451641,0.243009741,-0.587628886,-1.533479817,-0.324315947,-0.174944872,-0.157232062,-0.368429312,-0.106255284,0.056386711,0.015898147,-0.29384104,-0.083352421,-0.185819882,-0.237264608,-0.002019157,0.077564067,-0.173048268,-0.060093881,-1.31399058,-0.075836906,-0.577713163,-0.949156285,0.100573402,0.155176263,-0.106518458,0.118984181,-0.042617195,-0.003245379,0.35538537,-0.231976055,-0.720153318,-1.6403369,-0.184580275,-0.951787783,-0.108396953,-0.144948789,-0.451744473,-0.101806585
Bone Cancer,-0.01241423,0.071598156,-0.565474911,-0.189768166,-0.785824756,0.051773798,-0.23691021,-0.204388924,-0.289900084,-0.186557446,0.232611156,0.151518739,0.071984039,-0.060547889,0.108409274,0.003952468,-0.090442437,0.038796629,0.035254976,0.018928762,-0.864740584,0.011695474,-0.053095116,-0.283084024,0.095181158,-0.007896639,-1.212037836,0.250297411,-0.33761046,-0.504833409,0.024544255,-0.28140174,-0.220596233,0.261342801,0.13138877,0.083061993,0.052855201,-0.069951725,0.106030271,0.157768407,-0.106631571,0.006133865,-0.210923092,-0.570324249,-0.569347432,-0.747160287,-0.530117613,-0.040246812,-0.254210012,-0.61696858,0.119729294,0.051397616,-0.06686492,-0.557563654,-0.218062157,-0.229073737,-0.133817758,0.247646589,0.178541621,-0.057141519,-1.216070045,-0.175641512,-0.258107765,-0.857540005,0.144010468,-0.01858977,-0.15355271,0.190578195,-0.103220414,-0.154530211,-0.053693599,-0.230199867,-0.992051371,-1.567364887,-0.058242051,-1.258029268,-0.092552338,-0.14620014,-0.578961034,-0.032292281
Rhabdoid,0.007395094,-0.039022314,-0.54427504,-0.090445798,-0.699294742,0.16981532,-0.32054285,-0.281433717,-0.293883762,-0.076735808,0.091955846,-0.1367043,0.104098142,0.036334545,-0.159781525,-0.071761479,-0.039103465,0.016757638,-0.079264583,0.323711684,-0.615515636,-0.069445599,-0.266425519,-0.073135199,-0.191735923,-0.106941609,-1.165565888,0.054448345,-0.113108903,-0.282833374,-0.176767142,0.109150631,0.167329935,0.034050707,0.333030888,0.087651367,0.044768056,-0.178602433,-0.038097621,0.021522454,-0.165790959,-0.092021543,-0.263376604,-0.821436197,-1.463009287,-0.11393835,-0.510890126,-0.177888126,-0.434310283,-0.25658162,0.024281456,-0.197343276,-0.059537447,-0.738775982,-0.056178833,-0.274636631,-0.105671408,0.16288827,0.048426818,-0.090479631,-1.138967146,-0.047250688,-0.724118436,-1.073193094,-0.015499259,-0.286906342,-0.109533332,-0.018879757,-0.172926204,-0.140263915,0.137126726,-0.238221919,-0.752717799,-1.711670891,-0.105088629,-1.087345365,0.092287796,-0.134569798,-0.481102533,-0.012465153
